Key,verdict,ResponseTime,routineStart,routineEnd,participant_id,routineStart_original,routineEnd_original
3Item15,INCORRECT,8.12838219999685,1970-01-20 10:40:03.679634276,1970-01-20 10:40:03.687762658,1,1680003679.634276,1680003687.762658
3Item2,CORRECT,2.99982280000404,1970-01-20 10:40:03.687781977,1970-01-20 10:40:03.690781801,1,1680003687.7819774,1680003690.7818005
3Item5,CORRECT,3.311917500002892,1970-01-20 10:40:03.690800899,1970-01-20 10:40:03.694112817,1,1680003690.800899,1680003694.1128166
3Item12,CORRECT,8.014905899995938,1970-01-20 10:40:03.694134050,1970-01-20 10:40:03.702148956,1,1680003694.13405,1680003702.1489558
3Item6,CORRECT,3.667333499994129,1970-01-20 10:40:03.702164358,1970-01-20 10:40:03.705831692,1,1680003702.164358,1680003705.8316915
3Item8,CORRECT,11.708548399998108,1970-01-20 10:40:03.705849310,1970-01-20 10:40:03.717557858,1,1680003705.8493102,1680003717.5578585
3Item7,CORRECT,6.712749300000724,1970-01-20 10:40:03.717571763,1970-01-20 10:40:03.724284512,1,1680003717.571763,1680003724.2845123
3Item9,CORRECT,22.003141799999867,1970-01-20 10:40:03.724298405,1970-01-20 10:40:03.746301547,1,1680003724.2984047,1680003746.3015466
3Item17,INCORRECT,11.119301499988069,1970-01-20 10:40:03.746322103,1970-01-20 10:40:03.757441405,1,1680003746.3221033,1680003757.4414048
3Item19,CORRECT,12.689455400002773,1970-01-20 10:40:03.757465648,1970-01-20 10:40:03.770155104,1,1680003757.4656482,1680003770.1551037
3Item11,CORRECT,10.830572899998517,1970-01-20 10:40:03.770176345,1970-01-20 10:40:03.781006918,1,1680003770.176345,1680003781.006918
3Item4,CORRECT,10.093456700007664,1970-01-20 10:40:03.781026963,1970-01-20 10:40:03.791120419,1,1680003781.0269625,1680003791.1204193
3Item13,CORRECT,7.794766100007109,1970-01-20 10:40:03.791139844,1970-01-20 10:40:03.798934610,1,1680003791.1398437,1680003798.93461
3Item10,,1.0,1970-01-20 10:40:03.798934610,1970-01-20 10:40:03.799934610,1,1680003798.93461,1680003799.93461
1spl1,INCORRECT,10.800266799982635,1970-01-20 09:49:44.654007919,1970-01-20 09:49:44.664808186,2,1676984654.0079188,1676984664.8081856
1spl2,INCORRECT,4.553883499931544,1970-01-20 09:49:44.664889751,1970-01-20 09:49:44.669443635,2,1676984664.8897507,1676984669.4436345
1Item1,CORRECT,7.018957699998282,1970-01-20 09:49:44.669462272,1970-01-20 09:49:44.676481230,2,1676984669.4622722,1676984676.4812298
1Item2,CORRECT,12.819610300008208,1970-01-20 09:49:44.676498954,1970-01-20 09:49:44.689318564,2,1676984676.498954,1676984689.3185644
1Item3,CORRECT,17.734157099970616,1970-01-20 09:49:44.689336167,1970-01-20 09:49:44.707070324,2,1676984689.3361669,1676984707.070324
1Item4,CORRECT,28.35373239999172,1970-01-20 09:49:44.707087060,1970-01-20 09:49:44.735440793,2,1676984707.0870605,1676984735.4407928
1Item5,CORRECT,36.48539029993117,1970-01-20 09:49:44.735457487,1970-01-20 09:49:44.771942877,2,1676984735.4574869,1676984771.942877
1Item6,CORRECT,27.52307060000021,1970-01-20 09:49:44.771959428,1970-01-20 09:49:44.799482499,2,1676984771.959428,1676984799.4824986
1Item7,INCORRECT,12.663398199947553,1970-01-20 09:49:44.799499776,1970-01-20 09:49:44.812163175,2,1676984799.4997764,1676984812.1631746
1Item8,INCORRECT,26.7062546000816,1970-01-20 09:49:44.812184389,1970-01-20 09:49:44.838890644,2,1676984812.1843894,1676984838.8906438
1Item9,CORRECT,32.83550519996788,1970-01-20 09:49:44.838906125,1970-01-20 09:49:44.871741630,2,1676984838.906125,1676984871.7416303
1Item10,CORRECT,6.476210299995728,1970-01-20 09:49:44.871757647,1970-01-20 09:49:44.878233857,2,1676984871.7576468,1676984878.2338572
2spl1,CORRECT,16.105887399986386,1970-01-20 09:49:44.952067147,1970-01-20 09:49:44.968173035,2,1676984952.0671475,1676984968.173035
2spl2,INCORRECT,14.449039799976164,1970-01-20 09:49:44.969997768,1970-01-20 09:49:44.984446807,2,1676984969.9977677,1676984984.4468074
2Item1,CORRECT,17.623109499923885,1970-01-20 09:49:44.986521046,1970-01-20 09:49:45.004144156,2,1676984986.521046,1676985004.1441555
2Item2,INCORRECT,14.62464630010072,1970-01-20 09:49:45.006088297,1970-01-20 09:49:45.020712943,2,1676985006.088297,1676985020.712943
2Item3,CORRECT,25.24156669992953,1970-01-20 09:49:45.022225292,1970-01-20 09:49:45.047466859,2,1676985022.225292,1676985047.4668586
2Item4,CORRECT,10.21244009991642,1970-01-20 09:49:45.048767834,1970-01-20 09:49:45.058980274,2,1676985048.7678344,1676985058.9802744
2Item5,INCORRECT,15.877383599989116,1970-01-20 09:49:45.060113615,1970-01-20 09:49:45.075990999,2,1676985060.113615,1676985075.9909987
2Item6,CORRECT,16.260320300003514,1970-01-20 09:49:45.077349211,1970-01-20 09:49:45.093609531,2,1676985077.3492105,1676985093.6095307
2Item7,CORRECT,20.859496799996123,1970-01-20 09:49:45.094789708,1970-01-20 09:49:45.115649204,2,1676985094.7897077,1676985115.6492045
2Item8,INCORRECT,13.541462799999865,1970-01-20 09:49:45.117004691,1970-01-20 09:49:45.130546154,2,1676985117.0046911,1676985130.546154
2Item9,CORRECT,29.5400369000854,1970-01-20 09:49:45.131816083,1970-01-20 09:49:45.161356120,2,1676985131.816083,1676985161.35612
2Item10,CORRECT,20.13911550003104,1970-01-20 09:49:45.163532077,1970-01-20 09:49:45.183671193,2,1676985163.532077,1676985183.6711926
3spl1,CORRECT,10.863249500049278,1970-01-20 09:49:45.258687470,1970-01-20 09:49:45.269550720,2,1676985258.6874704,1676985269.55072
3Item15,CORRECT,10.187834999989718,1970-01-20 09:49:45.270758026,1970-01-20 09:49:45.280945861,2,1676985270.7580256,1676985280.9458606
3Item2,CORRECT,18.79182809998747,1970-01-20 09:49:45.280963716,1970-01-20 09:49:45.299755544,2,1676985280.963716,1676985299.7555442
3Item5,CORRECT,14.518368900055066,1970-01-20 09:49:45.299771339,1970-01-20 09:49:45.314289708,2,1676985299.7713392,1676985314.289708
3Item12,CORRECT,15.427699699997902,1970-01-20 09:49:45.314306563,1970-01-20 09:49:45.329734263,2,1676985314.306563,1676985329.7342627
3Item6,INCORRECT,16.067476899945177,1970-01-20 09:49:45.329750664,1970-01-20 09:49:45.345818142,2,1676985329.7506645,1676985345.8181417
3Item8,INCORRECT,18.051560499938205,1970-01-20 09:49:45.345834392,1970-01-20 09:49:45.363885952,2,1676985345.8343918,1676985363.8859522
3Item7,CORRECT,14.737640199949965,1970-01-20 09:49:45.363902442,1970-01-20 09:49:45.378640082,2,1676985363.9024422,1676985378.6400824
3Item9,,12.0,1970-01-20 09:49:45.378640082,1970-01-20 09:49:45.390640082,2,1676985378.6400824,1676985390.6400824
1spl1,CORRECT,19.1456933999998,1970-01-20 10:18:37.040109505,1970-01-20 10:18:37.059255197,3,1678717040.109505,1678717059.2551982
1spl2,CORRECT,20.72870210000019,1970-01-20 10:18:37.059322197,1970-01-20 10:18:37.080050900,3,1678717059.3221974,1678717080.0508995
1Item1,CORRECT,25.205074800000148,1970-01-20 10:18:37.080080328,1970-01-20 10:18:37.105285402,3,1678717080.0803275,1678717105.2854023
1Item2,CORRECT,26.603361600000422,1970-01-20 10:18:37.105304093,1970-01-20 10:18:37.131907455,3,1678717105.3040934,1678717131.907455
1Item3,CORRECT,16.740123399999902,1970-01-20 10:18:37.131924991,1970-01-20 10:18:37.148665114,3,1678717131.924991,1678717148.6651144
1Item4,CORRECT,24.064989600000445,1970-01-20 10:18:37.148681053,1970-01-20 10:18:37.172746042,3,1678717148.681053,1678717172.7460425
1Item5,CORRECT,83.3821539999999,1970-01-20 10:18:37.172764254,1970-01-20 10:18:37.256146408,3,1678717172.7642536,1678717256.1464076
1Item6,INCORRECT,20.231434199999967,1970-01-20 10:18:37.256164019,1970-01-20 10:18:37.276395453,3,1678717256.1640189,1678717276.395453
1Item7,CORRECT,19.564964899999723,1970-01-20 10:18:37.276414223,1970-01-20 10:18:37.295979188,3,1678717276.4142232,1678717295.9791882
1Item8,CORRECT,29.861888200000067,1970-01-20 10:18:37.295996012,1970-01-20 10:18:37.325857901,3,1678717295.9960124,1678717325.8579006
1Item9,INCORRECT,31.04572479999933,1970-01-20 10:18:37.325873741,1970-01-20 10:18:37.356919466,3,1678717325.8737414,1678717356.9194665
1Item10,CORRECT,20.371571500000755,1970-01-20 10:18:37.356940653,1970-01-20 10:18:37.377312225,3,1678717356.940653,1678717377.3122246
2spl1,CORRECT,7.230046099999527,1970-01-20 10:18:37.516402632,1970-01-20 10:18:37.523632678,3,1678717516.4026315,1678717523.6326776
2spl2,INCORRECT,10.581847099998413,1970-01-20 10:18:37.526929775,1970-01-20 10:18:37.537511622,3,1678717526.929775,1678717537.5116222
2Item1,CORRECT,9.9782737000005,1970-01-20 10:18:37.543034771,1970-01-20 10:18:37.553013045,3,1678717543.0347712,1678717553.0130448
2Item2,CORRECT,9.822451600000932,1970-01-20 10:18:37.554733862,1970-01-20 10:18:37.564556313,3,1678717554.7338617,1678717564.5563133
2Item3,CORRECT,21.187258799998745,1970-01-20 10:18:37.565861020,1970-01-20 10:18:37.587048279,3,1678717565.8610198,1678717587.0482786
2Item4,INCORRECT,19.955493200001,1970-01-20 10:18:37.588209606,1970-01-20 10:18:37.608165099,3,1678717588.2096057,1678717608.165099
2Item5,CORRECT,23.17012600000089,1970-01-20 10:18:37.609368858,1970-01-20 10:18:37.632538984,3,1678717609.3688576,1678717632.5389836
2Item6,CORRECT,17.98675230000117,1970-01-20 10:18:37.633683700,1970-01-20 10:18:37.651670452,3,1678717633.6836996,1678717651.670452
2Item7,CORRECT,50.846439500001,1970-01-20 10:18:37.652903260,1970-01-20 10:18:37.703749700,3,1678717652.90326,1678717703.7496996
2Item8,CORRECT,39.989213000000746,1970-01-20 10:18:37.704985536,1970-01-20 10:18:37.744974749,3,1678717704.985536,1678717744.974749
2Item9,CORRECT,27.565694200000507,1970-01-20 10:18:37.746062901,1970-01-20 10:18:37.773628596,3,1678717746.0629015,1678717773.6285956
2Item10,CORRECT,50.53496980000091,1970-01-20 10:18:37.774657393,1970-01-20 10:18:37.825192363,3,1678717774.6573932,1678717825.192363
3spl1,INCORRECT,6.460046300000613,1970-01-20 10:18:37.905911330,1970-01-20 10:18:37.912371377,3,1678717905.9113302,1678717912.3713765
3Item15,CORRECT,10.482653999999457,1970-01-20 10:18:37.917980695,1970-01-20 10:18:37.928463349,3,1678717917.9806952,1678717928.463349
3Item2,CORRECT,8.932326600001034,1970-01-20 10:18:37.928477217,1970-01-20 10:18:37.937409544,3,1678717928.477217,1678717937.4095435
3Item5,CORRECT,5.747664700000314,1970-01-20 10:18:37.937428010,1970-01-20 10:18:37.943175675,3,1678717937.42801,1678717943.175675
3Item12,SKIP,13.993153999999777,1970-01-20 10:18:37.943192010,1970-01-20 10:18:37.957185164,3,1678717943.1920104,1678717957.1851645
3Item6,CORRECT,7.080657299999075,1970-01-20 10:18:37.957202057,1970-01-20 10:18:37.964282714,3,1678717957.2020566,1678717964.282714
3Item8,INCORRECT,9.58235550000063,1970-01-20 10:18:37.964296331,1970-01-20 10:18:37.973878686,3,1678717964.2963307,1678717973.8786862
3Item7,SKIP,13.289603200000784,1970-01-20 10:18:37.973895074,1970-01-20 10:18:37.987184678,3,1678717973.8950744,1678717987.1846776
3Item9,SKIP,6.149165999999241,1970-01-20 10:18:37.987205247,1970-01-20 10:18:37.993354414,3,1678717987.2052474,1678717993.3544135
3Item17,CORRECT,10.668898099998842,1970-01-20 10:18:37.993371232,1970-01-20 10:18:38.004040130,3,1678717993.3712316,1678718004.0401297
3Item19,SKIP,3.129224599999361,1970-01-20 10:18:38.004060575,1970-01-20 10:18:38.007189799,3,1678718004.0605748,1678718007.1897993
3Item11,SKIP,3.8672079000007216,1970-01-20 10:18:38.007205961,1970-01-20 10:18:38.011073169,3,1678718007.2059608,1678718011.0731688
3Item4,CORRECT,7.434928800001217,1970-01-20 10:18:38.011089482,1970-01-20 10:18:38.018524411,3,1678718011.0894818,1678718018.5244107
3Item13,SKIP,6.533132700000351,1970-01-20 10:18:38.018541210,1970-01-20 10:18:38.025074343,3,1678718018.5412102,1678718025.074343
3Item10,CORRECT,4.2161508000008325,1970-01-20 10:18:38.025088990,1970-01-20 10:18:38.029305141,3,1678718025.0889902,1678718029.305141
3Item14,CORRECT,4.220323600000484,1970-01-20 10:18:38.029317037,1970-01-20 10:18:38.033537361,3,1678718029.317037,1678718033.537361
3Item3,CORRECT,3.292392800000016,1970-01-20 10:18:38.033554555,1970-01-20 10:18:38.036846948,3,1678718033.554555,1678718036.8469477
3Item20,,2.0,1970-01-20 10:18:38.036846948,1970-01-20 10:18:38.038846948,3,1678718036.8469477,1678718038.8469477
1spl1,CORRECT,9.271100000012666,1970-01-20 09:39:38.840625968,1970-01-20 09:39:38.849897068,4,1676378840.625968,1676378849.897068
1spl2,INCORRECT,10.498789700039197,1970-01-20 09:39:38.849971180,1970-01-20 09:39:38.860469970,4,1676378849.9711802,1676378860.46997
1Item1,INCORRECT,15.956877299991902,1970-01-20 09:39:38.860496132,1970-01-20 09:39:38.876453009,4,1676378860.4961317,1676378876.453009
1Item2,CORRECT,24.23241239995696,1970-01-20 09:39:38.876470489,1970-01-20 09:39:38.900702901,4,1676378876.470489,1676378900.7029014
1Item3,CORRECT,30.40208299999358,1970-01-20 09:39:38.900722838,1970-01-20 09:39:38.931124921,4,1676378900.7228382,1676378931.124921
1Item4,CORRECT,27.1183466000366,1970-01-20 09:39:38.931148003,1970-01-20 09:39:38.958266349,4,1676378931.1480026,1676378958.2663493
1Item5,CORRECT,15.13586260000011,1970-01-20 09:39:38.958284792,1970-01-20 09:39:38.973420655,4,1676378958.2847924,1676378973.420655
1Item6,INCORRECT,17.504845100047532,1970-01-20 09:39:38.973438369,1970-01-20 09:39:38.990943214,4,1676378973.4383688,1676378990.943214
1Item7,CORRECT,33.80552460002946,1970-01-20 09:39:38.990967132,1970-01-20 09:39:39.024772657,4,1676378990.9671323,1676379024.772657
1Item8,INCORRECT,24.836232899979223,1970-01-20 09:39:39.024788124,1970-01-20 09:39:39.049624357,4,1676379024.788124,1676379049.624357
1Item9,INCORRECT,24.863326199993026,1970-01-20 09:39:39.049638813,1970-01-20 09:39:39.074502140,4,1676379049.6388135,1676379074.5021398
1Item10,CORRECT,19.13730789994588,1970-01-20 09:39:39.074518541,1970-01-20 09:39:39.093655850,4,1676379074.5185423,1676379093.6558502
2spl1,CORRECT,8.763693799963221,1970-01-20 09:39:39.182745728,1970-01-20 09:39:39.191509422,4,1676379182.7457285,1676379191.5094223
2spl2,CORRECT,8.413874900026713,1970-01-20 09:39:39.194956142,1970-01-20 09:39:39.203370017,4,1676379194.9561422,1676379203.370017
2Item1,CORRECT,12.62086049997015,1970-01-20 09:39:39.205388752,1970-01-20 09:39:39.218009613,4,1676379205.388752,1676379218.0096126
2Item2,CORRECT,14.721265500003938,1970-01-20 09:39:39.222326294,1970-01-20 09:39:39.237047559,4,1676379222.3262937,1676379237.0475593
2Item3,CORRECT,16.113746299990453,1970-01-20 09:39:39.240036263,1970-01-20 09:39:39.256150009,4,1676379240.0362625,1676379256.150009
2Item4,INCORRECT,31.65156210004352,1970-01-20 09:39:39.258039490,1970-01-20 09:39:39.289691051,4,1676379258.0394895,1676379289.6910515
2Item5,CORRECT,20.075093300023585,1970-01-20 09:39:39.291322293,1970-01-20 09:39:39.311397386,4,1676379291.3222928,1676379311.397386
2Item6,CORRECT,19.126451199990697,1970-01-20 09:39:39.312716804,1970-01-20 09:39:39.331843255,4,1676379312.7168036,1676379331.8432548
2Item7,CORRECT,19.712050699978136,1970-01-20 09:39:39.333250373,1970-01-20 09:39:39.352962424,4,1676379333.2503731,1676379352.9624238
2Item8,INCORRECT,10.99125429999549,1970-01-20 09:39:39.354186696,1970-01-20 09:39:39.365177951,4,1676379354.1866963,1676379365.1779506
2Item9,INCORRECT,14.326146000006702,1970-01-20 09:39:39.368822601,1970-01-20 09:39:39.383148746,4,1676379368.8226006,1676379383.1487465
2Item10,CORRECT,22.94019430002664,1970-01-20 09:39:39.384713650,1970-01-20 09:39:39.407653844,4,1676379384.7136495,1676379407.653844
3spl1,CORRECT,7.968339400016703,1970-01-20 09:39:39.473761823,1970-01-20 09:39:39.481730162,4,1676379473.761823,1676379481.7301624
3Item15,INCORRECT,8.401269399968442,1970-01-20 09:39:39.485830525,1970-01-20 09:39:39.494231794,4,1676379485.8305247,1676379494.231794
3Item2,CORRECT,2.9258895000093617,1970-01-20 09:39:39.494251655,1970-01-20 09:39:39.497177545,4,1676379494.251655,1676379497.1775446
3Item5,CORRECT,5.886824199988041,1970-01-20 09:39:39.497196273,1970-01-20 09:39:39.503083097,4,1676379497.196273,1676379503.0830972
3Item12,CORRECT,10.70271350000985,1970-01-20 09:39:39.503101717,1970-01-20 09:39:39.513804430,4,1676379503.1017165,1676379513.80443
3Item6,CORRECT,4.50671180000063,1970-01-20 09:39:39.513824439,1970-01-20 09:39:39.518331151,4,1676379513.8244393,1676379518.331151
3Item8,INCORRECT,12.151435199950356,1970-01-20 09:39:39.518351152,1970-01-20 09:39:39.530502587,4,1676379518.3511522,1676379530.5025873
3Item7,CORRECT,6.544215900008567,1970-01-20 09:39:39.530522452,1970-01-20 09:39:39.537066668,4,1676379530.522452,1676379537.066668
3Item9,INCORRECT,9.733296499995047,1970-01-20 09:39:39.537086692,1970-01-20 09:39:39.546819988,4,1676379537.086692,1676379546.8199885
3Item17,INCORRECT,4.859480799990706,1970-01-20 09:39:39.546838745,1970-01-20 09:39:39.551698225,4,1676379546.8387446,1676379551.6982255
3Item19,SKIP,11.840125099988654,1970-01-20 09:39:39.551717107,1970-01-20 09:39:39.563557232,4,1676379551.7171073,1676379563.5572324
3Item11,SKIP,9.612979999976233,1970-01-20 09:39:39.563574181,1970-01-20 09:39:39.573187160,4,1676379563.5741806,1676379573.1871605
3Item4,CORRECT,4.412354100029916,1970-01-20 09:39:39.573207478,1970-01-20 09:39:39.577619833,4,1676379573.2074783,1676379577.6198325
3Item13,SKIP,3.86960380000528,1970-01-20 09:39:39.577639946,1970-01-20 09:39:39.581509549,4,1676379577.6399462,1676379581.50955
3Item10,INCORRECT,6.289741099986713,1970-01-20 09:39:39.581532455,1970-01-20 09:39:39.587822196,4,1676379581.532455,1676379587.822196
3Item14,CORRECT,12.914571900037116,1970-01-20 09:39:39.587845990,1970-01-20 09:39:39.600760562,4,1676379587.84599,1676379600.760562
3Item3,CORRECT,3.95350329997018,1970-01-20 09:39:39.600787901,1970-01-20 09:39:39.604741404,4,1676379600.7879012,1676379604.7414043
3Item20,,2.0,1970-01-20 09:39:39.604741404,1970-01-20 09:39:39.606741404,4,1676379604.7414043,1676379606.7414043
1spl1,CORRECT,32.520809999958146,1970-01-20 09:41:02.372257488,1970-01-20 09:41:02.404778297,5,1676462372.2574875,1676462404.7782974
1spl2,CORRECT,25.91732729994692,1970-01-20 09:41:02.404897300,1970-01-20 09:41:02.430814627,5,1676462404.8972995,1676462430.814627
1Item1,CORRECT,24.26056460000109,1970-01-20 09:41:02.430834650,1970-01-20 09:41:02.455095214,5,1676462430.8346496,1676462455.095214
1Item2,CORRECT,37.41049270000076,1970-01-20 09:41:02.455120078,1970-01-20 09:41:02.492530571,5,1676462455.120078,1676462492.5305707
1Item3,CORRECT,21.785447100002784,1970-01-20 09:41:02.492555653,1970-01-20 09:41:02.514341100,5,1676462492.5556526,1676462514.3410995
1Item4,CORRECT,30.922936199989635,1970-01-20 09:41:02.514368719,1970-01-20 09:41:02.545291655,5,1676462514.3687189,1676462545.291655
1Item5,CORRECT,59.99739019997651,1970-01-20 09:41:02.545318994,1970-01-20 09:41:02.605316384,5,1676462545.3189938,1676462605.316384
1Item6,CORRECT,45.56541250000009,1970-01-20 09:41:02.605346281,1970-01-20 09:41:02.650911693,5,1676462605.3462808,1676462650.911693
1Item7,CORRECT,30.43985500000417,1970-01-20 09:41:02.650929983,1970-01-20 09:41:02.681369838,5,1676462650.9299831,1676462681.3698382
1Item8,CORRECT,23.64814840001054,1970-01-20 09:41:02.681391450,1970-01-20 09:41:02.705039598,5,1676462681.3914502,1676462705.0395985
1Item9,SKIP,5.207665099995211,1970-01-20 09:41:02.705064320,1970-01-20 09:41:02.710271985,5,1676462705.06432,1676462710.2719853
1Item10,CORRECT,9.141779300000051,1970-01-20 09:41:02.710291545,1970-01-20 09:41:02.719433325,5,1676462710.2915454,1676462719.4333246
2spl1,CORRECT,14.388844200002495,1970-01-20 09:41:02.828805156,1970-01-20 09:41:02.843194000,5,1676462828.8051555,1676462843.1939998
2spl2,CORRECT,12.17703810002422,1970-01-20 09:41:02.846481244,1970-01-20 09:41:02.858658283,5,1676462846.4812443,1676462858.6582825
2Item1,CORRECT,17.540588499978185,1970-01-20 09:41:02.860117405,1970-01-20 09:41:02.877657994,5,1676462860.1174054,1676462877.657994
2Item2,CORRECT,14.514791100053117,1970-01-20 09:41:02.878705558,1970-01-20 09:41:02.893220349,5,1676462878.705558,1676462893.220349
2Item3,CORRECT,13.084242799959611,1970-01-20 09:41:02.894362271,1970-01-20 09:41:02.907446514,5,1676462894.362271,1676462907.446514
2Item4,CORRECT,22.80555049999384,1970-01-20 09:41:02.908756939,1970-01-20 09:41:02.931562490,5,1676462908.7569392,1676462931.5624895
2Item5,CORRECT,27.23643779999111,1970-01-20 09:41:02.932337666,1970-01-20 09:41:02.959574103,5,1676462932.3376656,1676462959.5741034
2Item6,CORRECT,25.490503799985163,1970-01-20 09:41:02.960501198,1970-01-20 09:41:02.985991702,5,1676462960.5011978,1676462985.9917016
2Item7,CORRECT,39.676370900007896,1970-01-20 09:41:02.986820174,1970-01-20 09:41:03.026496544,5,1676462986.8201735,1676463026.4965444
2Item8,CORRECT,42.04802889999701,1970-01-20 09:41:03.027442892,1970-01-20 09:41:03.069490920,5,1676463027.4428916,1676463069.4909203
2Item9,CORRECT,18.91106920002494,1970-01-20 09:41:03.070301917,1970-01-20 09:41:03.089212986,5,1676463070.301917,1676463089.2129862
2Item10,INCORRECT,52.81838459998835,1970-01-20 09:41:03.089964909,1970-01-20 09:41:03.142783293,5,1676463089.964909,1676463142.7832935
3spl1,CORRECT,4.954158600012306,1970-01-20 09:41:03.224883502,1970-01-20 09:41:03.229837661,5,1676463224.883502,1676463229.8376606
3spl2,CORRECT,5.339668500004336,1970-01-20 09:41:03.229861799,1970-01-20 09:41:03.235201467,5,1676463229.8617988,1676463235.2014673
3Item15,CORRECT,8.710425700002816,1970-01-20 09:41:03.235225707,1970-01-20 09:41:03.243936133,5,1676463235.2257073,1676463243.936133
3Item2,CORRECT,6.415568900003564,1970-01-20 09:41:03.243963451,1970-01-20 09:41:03.250379020,5,1676463243.9634514,1676463250.3790202
3Item5,CORRECT,4.296780000033323,1970-01-20 09:41:03.250404146,1970-01-20 09:41:03.254700926,5,1676463250.4041462,1676463254.7009263
3Item12,CORRECT,4.021118300035596,1970-01-20 09:41:03.254714092,1970-01-20 09:41:03.258735210,5,1676463254.7140918,1676463258.7352102
3Item6,CORRECT,3.03004649997456,1970-01-20 09:41:03.258752574,1970-01-20 09:41:03.261782620,5,1676463258.752574,1676463261.7826204
3Item8,CORRECT,9.408941100002266,1970-01-20 09:41:03.261802826,1970-01-20 09:41:03.271211767,5,1676463261.8028257,1676463271.2117667
3Item7,CORRECT,6.296765899984166,1970-01-20 09:41:03.271238036,1970-01-20 09:41:03.277534802,5,1676463271.2380362,1676463277.534802
3Item9,CORRECT,10.054493699979504,1970-01-20 09:41:03.277551672,1970-01-20 09:41:03.287606166,5,1676463277.5516722,1676463287.606166
3Item17,INCORRECT,8.74855340004433,1970-01-20 09:41:03.287619804,1970-01-20 09:41:03.296368357,5,1676463287.619804,1676463296.3683574
